conversation_id,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,text,possibly_sensitive,lang,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,geo/place_id,created_at,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,author_id,source,id,attachments/media_keys/0,reply_settings,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,in_reply_to_user_id,referenced_tweets/0/type,referenced_tweets/0/id,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/hashtags/9/start,entities/hashtags/9/end,entities/hashtags/9/tag,entities/hashtags/10/start,entities/hashtags/10/end,entities/hashtags/10/tag,entities/hashtags/11/start,entities/hashtags/11/end,entities/hashtags/11/tag,entities/hashtags/12/start,entities/hashtags/12/end,entities/hashtags/12/tag,entities/hashtags/13/start,entities/hashtags/13/end,entities/hashtags/13/tag,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,context_annotations/0/entity/description,attachments/media_keys/1,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/6/domain/id,context_annotations/6/domain/name,context_annotations/6/domain/description,context_annotations/6/entity/id,context_annotations/6/entity/name,context_annotations/7/domain/id,context_annotations/7/domain/name,context_annotations/7/domain/description,context_annotations/7/entity/id,context_annotations/7/entity/name,context_annotations/3/entity/description,context_annotations/4/entity/description,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/2,attachments/media_keys/3,context_annotations/5/entity/description,context_annotations/6/entity/description,context_annotations/8/domain/id,context_annotations/8/domain/name,context_annotations/8/domain/description,context_annotations/8/entity/id,context_annotations/8/entity/name,context_annotations/9/domain/id,context_annotations/9/domain/name,context_annotations/9/domain/description,context_annotations/9/entity/id,context_annotations/9/entity/name,entities/annotations/5/start,entities/annotations/5/end,entities/annotations/5/probability,entities/annotations/5/type,entities/annotations/5/normalized_text,entities/annotations/6/start,entities/annotations/6/end,entities/annotations/6/probability,entities/annotations/6/type,entities/annotations/6/normalized_text,entities/hashtags/14/start,entities/hashtags/14/end,entities/hashtags/14/tag,entities/hashtags/15/start,entities/hashtags/15/end,entities/hashtags/15/tag,entities/hashtags/16/start,entities/hashtags/16/end,entities/hashtags/16/tag,entities/hashtags/17/start,entities/hashtags/17/end,entities/hashtags/17/tag,referenced_tweets/1/type,referenced_tweets/1/id
1238427106872360960,,,,,,108,129,PensandoAquíUnaVaina,,,,,,,,,,"Si el Coronavirus se mete en el metro de Caracas, moriría al entrar. En esa vaina sobreviven los más aptos. #PensandoAquíUnaVaina",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,00ec4c32070f5076,2020-03-13T11:30:05+00:00,0,0,1,0,69937620,Twitter for Android,1238427106872360960,,everyone,6,16,0.3182,Organization,Coronavirus,,,,41,47,0.9064,Place,Caracas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238426012263886849,,,,,,74,88,quedateencasa,89,98,Covid_19,,,,,,,"Buenos días y feliz viernes. Si pueden hacerlo, trabajen desde sus casas. #quedateencasa #Covid_19",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,01c93e351e3122fb,2020-03-13T11:25:44+00:00,0,1,3,0,53517714,Twitter for iPhone,1238426012263886849,,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238424543594713088,78,101,https://t.co/kM9YyXwk5r,https://www.el-carabobeno.com/un-60-de-britanicos-tendra-que-infectarse-para-lograr-controlar-el-covid-19/,el-carabobeno.com/un-60-de-brita…,,,,,,,,,,,,,Un 60 % de británicos tendrá que infectarse para lograr controlar el COVID-19 https://t.co/kM9YyXwk5r vía @el_carabobeno,False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,00ef60bb0d238e05,2020-03-13T11:19:54+00:00,0,0,0,0,308728853,Twitter for Android,1238424543594713088,,everyone,,,,,,,,,,,,,,106,120,el_carabobeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238424412262719488,27,50,https://t.co/Hmk999M6zj,https://twitter.com/Bjoc3/status/1238424412262719488/photo/1,pic.twitter.com/Hmk999M6zj,,,,,,,,,,,,,Esperando al coronavirus 👑 https://t.co/Hmk999M6zj,False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,00914f80743a0863,2020-03-13T11:19:23+00:00,0,0,1,0,161904329,Twitter for Android,1238424412262719488,31238424409062486016,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238201166955249670,,,,,,,,,,,,,,,,,,@NicolasMaduro Saludos Presidente muy acertadas tus palabras sobre la pandemia del COVID-19 y d caerle ya con ciertas medidas Los países d Europa los EEUU y otros más subestimaron sté virus y mira lo está ocurriendo en él Mundo. Ej suspensión d la NBA MBL la Ligas d fútbol d Italia y España etc,False,es,3,TV Shows,Television shows from around the world,10000607734,NBA Basketball,01be351754bcbe13,2020-03-13T11:15:26+00:00,0,0,0,0,113475697,Twitter for Android,1238423419663855616,,everyone,139,144,0.9504,Place,Europa,,,,150,153,0.8831,Place,EEUU,0,14,NicolasMaduro,1252764865,replied_to,1238201166955249670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,250,0.8678,Organization,NBA,11,Sport,"Types of sports, like soccer and basketball",706083902411055104,Basketball,,11,Sport,"Types of sports, like soccer and basketball",733756536430809088,Soccer,,,,,,,276,281,0.6973,Place,Italia,285,290,0.811,Place,España,,,,,,All the latest basketball action from the NBA.,,,,,,,,,26,Sports League,,706083889454813185,NBA,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,45,Brand Vertical,Top level entities that describe a Brands industry,781974597310615553,Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974597491040257,Sports,47,Brand,Brands and Companies,10042758024,NBA,,,,,,,,,,,,,,,,,,,,,,,,
1238422974916673537,219,242,https://t.co/JTMaWb7o5X,https://twitter.com/DiarioAborigen/status/1238422974916673537/photo/1,pic.twitter.com/JTMaWb7o5X,193,202,Covid_19,211,218,Italia,,,,,,,El Gobierno comunista de China envía primer cargamento de medicinas y un equipo multidisciplinario de profesionales de la medicina a Italia a fin de ayudar a ese país europeo con su crisis por #Covid_19 en toda #Italia https://t.co/JTMaWb7o5X,False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,012af435641420c7,2020-03-13T11:13:40+00:00,1,0,1,0,198317061,Twitter for Android,1238422974916673537,31238422866955288578,everyone,25,29,0.7962,Place,China,,,,133,138,0.9315,Place,Italia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238422778006683649,,,,,,132,141,Covid_19,,,,,,,,,,Yo solo espero que esta brisa helada y desgraciada que tanto me encanta lejos de darme un resfriado más bien mate cualquier cepa de #Covid_19 que esté entrando a Valencia,False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,012af435641420c7,2020-03-13T11:12:53+00:00,0,2,2,0,49848433,Twitter for iPhone,1238422778006683649,,everyone,162,169,0.7877,Place,Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238421967067402240,,,,,,,,,,,,,,,,,,"El coronavirus se VENCE con INTELIGENCIA y CONOCIMIENTO, no creando pánico.",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,01a74227630d48a8,2020-03-13T11:09:40+00:00,0,0,1,0,280251508,Twitter for Android,1238421967067402240,,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238421785994985472,,,,,,,,,,,,,,,,,,"Alarmarse por el CoVID-19 es innecesario en la prevención está la clave, el lavado de manos es fundamental, evitar dar la mano, abrazar y besar a otra persona, en lo más posible a  también ayuda a reducir el riesgo de contagio",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,01a74227630d48a8,2020-03-13T11:08:57+00:00,0,0,0,0,939667977200439296,Twitter for Android,1238421785994985472,,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238420608381263872,,,,,,102,123,PensandoAquíUnaVaina,,,,,,,,,,"Si tienes Coronavirus y contagias a alguien, ¿Podría considerarse un delito por intento de homicidio? #PensandoAquíUnaVaina",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,00ec4c32070f5076,2020-03-13T11:04:16+00:00,0,0,0,0,69937620,Twitter for Android,1238420608381263872,,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238419828601425926,,,,,,25,34,Covid_19,,,,,,,,,,Esto se salió de control #Covid_19,False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,012af435641420c7,2020-03-13T11:01:10+00:00,0,0,0,0,168218626,Twitter for Android,1238419828601425926,,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238419683138822144,102,125,https://t.co/OlFxX5lUpS,https://www.marca.com/tiramillas/actualidad/2020/03/13/5e6b3efcca4741df2c8b457e.html,marca.com/tiramillas/act…,,,,,,,,,,,,,"Coronavirus :España, el segundo país con más casos. Los Reyes dan negativo en la prueba del Covid-19

https://t.co/OlFxX5lUpS",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,00ec4c32070f5076,2020-03-13T11:00:35+00:00,0,0,0,0,319314012,Twitter for Android,1238419683138822144,,everyone,13,18,0.9376,Place,España,,,,56,60,0.7277,Person,Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238145879946690562,,,,,,,,,,,,,,,,,,"@hfsalasromer @jguaido No si ya tomó el tema pidió dinero y que para el ""coronavirus"". A llenarse los bolsillos carajo",False,es,10,Person,Named people in the world like Nelson Mandela,1085232510924029952,Juan Guaido,00ef60bb0d238e05,2020-03-13T10:56:13+00:00,0,0,0,0,308728853,Twitter for Android,1238418581215481856,,everyone,,,,,,,,,,,,,,0,13,hfsalasromer,60957050,replied_to,1238145879946690562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Politician,"Politicians in the world, like Joe Biden",1085232510924029952,Juan Guaido,Juan Guaido,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,Juan Guaido,,,,,,14,22,jguaido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238418126464864256,152,175,https://t.co/OAijGzVM88,https://youtu.be/1_CiosYP1Lo,youtu.be/1_CiosYP1Lo,,,,,,,,,,,,,"Importante información sobre el coronavirus,puedes incorporarte como equipo de prevención, información y solidaridad desde ya. El País te lo agradecerá https://t.co/OAijGzVM88",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,00fef4361f2ad538,2020-03-13T10:54:24+00:00,2,0,1,0,138534812,Twitter for Android,1238418126464864256,,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238416621137510400,41,64,https://t.co/RuHyXGvM8E,https://twitter.com/YV2GFI/status/1238416621137510400/photo/1,pic.twitter.com/RuHyXGvM8E,28,40,coronavirus,,,,,,,,,,ᵂⁱˡᶠʳᵉᵈᵒ😷@ᵞᵛ²ᴳᶠᴵ¯\{`෴`}/¯🇻🇪 #coronavirus https://t.co/RuHyXGvM8E,False,und,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,01a73d6169f504ac,2020-03-13T10:48:25+00:00,0,0,0,0,258387226,Twitter for Android,1238416621137510400,31238416604729421824,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238415519272914946,206,229,https://t.co/LqjNSSCrWi,https://twitter.com/VTVcanal8/status/1238153046057725953/video/1,pic.twitter.com/LqjNSSCrWi,0,9,ATENCIÓN,15,25,Venezuela,107,113,Covid,166,172,12Mar,"#ATENCIÓN🇻🇪🔴|| #Venezuela suspende por un mes todos los vuelos procedentes de Europa y de Colombia ante el #Covid-19. Así lo anunció nuestro Pdte. C/J @NicolasMaduro #12Mar 
#PrevenciónYProtecciónDelPueblo https://t.co/LqjNSSCrWi",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,0183b61239c77a87,2020-03-13T10:44:03+00:00,5,0,0,0,895444815877472256,Twitter for Android,1238415519272914946,71238152952717721602,everyone,81,86,0.9716,Place,Europa,,,,93,100,0.9882,Place,Colombia,151,165,NicolasMaduro,,,,174,205,PrevenciónYProtecciónDelPueblo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238413905350873088,,,,,,,,,,,,,,,,,,"Familiar del exterior me llama y pregunta qué hará el presidente Guaido ante el Coronavirus, afuera creen que Guaido es quien manda y tiene control sobre el estado... y están súper equivocados, todo esto sucede por su viaje cómo presidente. Lo he dicho y repito, es simbólico.",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,00ec4c32070f5076,2020-03-13T10:37:38+00:00,10,2,11,0,316235481,Twitter for Android,1238413905350873088,,everyone,65,70,0.6664,Person,Guaido,,,,80,90,0.3482,Person,Coronavirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,115,0.7361,Person,Guaido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238413310913019904,236,259,https://t.co/fNXKIu7yPs,https://twitter.com/elidjos/status/1238413310913019904/photo/1,pic.twitter.com/fNXKIu7yPs,142,151,Covid_19,225,234,Juventus,,,,,,,"Mes de mi cumpleaños :
Marzo 2019 ""apagones a nivel nacional, crisis con el suministro de agua, protestas, etc""!
Marzo 2020 ""pandemia mundial #Covid_19, ahora guaido quiere elecciones, marchas, suspenden todo los juego de la #Juventus"" https://t.co/fNXKIu7yPs",False,es,6,Sports Event,,1236006888132628480,Bologna vs Juventus,01c93e351e3122fb,2020-03-13T10:35:16+00:00,0,0,2,0,62868585,Twitter for Android,1238413310913019904,31238413304122544129,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Sports League,,731226165784928260,Europe - Soccer,,26,Sports League,,731226212840833024,Italy - Soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Sports League,,733756520261767169,Serie A,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,12,Sports Team,"A sports team organization, like Arsenal and the Boston Celtics",731226195937779713,Juventus FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238413104784031744,52,75,https://t.co/Tn7R9CdSSw,https://twitter.com/jmqquintero/status/1238239983837892609,twitter.com/jmqquintero/st…,,,,,,,,,,,,,El coronavirus no presenta moco ni rinorrea idiota! https://t.co/Tn7R9CdSSw,False,es,45,Brand Vertical,Top level entities that describe a Brands industry,781974596740190208,CPG,00c357790d337a52,2020-03-13T10:34:27+00:00,1,0,1,0,70749777,Twitter for iPhone,1238413104784031744,,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596656304128,Beverage,,47,Brand,Brands and Companies,10026299835,Coca-Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel",834828264786898945,Drinks,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations",834828445238431744,Generic Drinks,67,Interests and Hobbies,"Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks",850143755873140737,Soda,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,45,Brand Vertical,Top level entities that describe a Brands industry,781974596740190208,CPG,Drinks,Generic Drinks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soda,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596656304128,Beverage,47,Brand,Brands and Companies,10026299835,Coca-Cola,,,,,,,,,,,,,,,,,,,,,,,,
1238412132695314432,58,81,https://t.co/grhZ96BTxB,http://bit.ly/2wQIAQF,bit.ly/2wQIAQF,0,8,ENMundo,,,,,,,,,,#ENMundo  Italia superó los 1.000 muertos por coronavirus https://t.co/grhZ96BTxB  https://t.co/tJ6DacixBj https://t.co/2DM203HSDX,False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,01c93e351e3122fb,2020-03-13T10:30:35+00:00,0,0,0,0,759528527276478464,Twitter for Android,1238412132695314432,31238162887627202561,everyone,10,15,0.7827,Place,Italia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,130,https://t.co/2DM203HSDX,https://www.elnacional.com/mundo/italia-supera-los-1-000-muertos-por-coronavirus/amp/#click=https://t.co/KI5eOdfGrk,elnacional.com/mundo/italia-s…,,,,,,,,,,,83,106,https://t.co/tJ6DacixBj,https://twitter.com/ElNacionalWeb/status/1238162916983156739/photo/1,pic.twitter.com/tJ6DacixBj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238331487717601280,,,,,,,,,,,,,,,,,,"@alexagomez2000 @YESILUS Y que quieres que contraten unos mariachis. Sus deseos para todos de que el coronavirus nos escoñete, se les revierta. Solo eso les deseo. Dios en su justa medida les de lo mismo que le desean a los demás",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,0137799d4f960b21,2020-03-13T10:27:06+00:00,0,0,2,0,371045564,Twitter for Android,1238411253401432067,,everyone,,,,,,,,,,,,,,0,15,alexagomez2000,53863905,replied_to,1238331487717601280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,24,YESILUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238407768794714112,,,,,,,,,,,,,,,,,,"Guaido dice que tomará medidas ante Coronavirus, es irresponsable de su parte decir tal mentira sabiendo que no tiene control sobre militares y ministerio de salud, es la tiranía de Maduro quien lo controla todo; es la verdad aunque no guste. Guaido no puede traer ni una aspirina",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,00ec4c32070f5076,2020-03-13T10:13:15+00:00,72,9,112,5,316235481,Twitter for Android,1238407768794714112,,everyone,36,46,0.4155,Person,Coronavirus,,,,182,187,0.9935,Person,Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
