,tags,current amount,total_amount,currency used,current amount in dollars,total amount in dollars,percentage of completion,created,launch_date,country,donation_count,is_charity
1285,Accidents & Emergencies,1003,3000,USD,1003.0,3000.0,33.43333333333333,"Created February 9, 2021",2021-02-09,US,21,false
1286,"Medical, Illness & Healing",1090,2000,USD,1090.0,2000.0,54.50000000000001,"Created August 5, 2020",2020-08-05,US,22,false
1287,Education & Learning,600,2000,EUR,713.64,2378.8,30.0,"Created July 14, 2020",2020-07-14,US,13,false
1288,"Medical, Illness & Healing",964,5000,USD,964.0000000000001,5000.0,19.28,"Created April 7, 2021",2021-04-07,US,26,false
1289,"Medical, Illness & Healing",945,10000,GBP,1311.4708765051805,13877.998693176512,9.45,"Created August 24, 2020",2020-08-24,US,30,false
1290,"Medical, Illness & Healing",3136,7500,USD,3136.0,7500.0,41.81333333333333,"Created November 26, 2020",2020-11-26,US,48,false
1291,"Medical, Illness & Healing",755,6130,USD,755.0,6130.0,12.31647634584013,"Created October 15, 2020",2020-10-15,US,23,false
1292,"Medical, Illness & Healing",566,7000,USD,566.0,7000.0,8.085714285714287,"Created July 21, 2020",2020-07-21,US,17,false
1293,"Medical, Illness & Healing",1510,5000,USD,1510.0,5000.0,30.2,"Created March 28, 2021",2021-03-28,US,19,false
1294,"Medical, Illness & Healing",1065,4800,EUR,1266.711,5709.12,22.1875,"Created January 12, 2021",2021-01-12,US,19,false
1295,"Medical, Illness & Healing",1240,5000,USD,1240.0,5000.0,24.8,"Created August 30, 2020",2020-08-30,US,19,false
1296,"Medical, Illness & Healing",1499,15000,USD,1499.0,15000.0,9.993333333333334,"Created April 6, 2021",2021-04-06,US,33,false
1297,Accidents & Emergencies,510,3000,USD,510.0,3000.0,17.0,"Created July 9, 2020",2020-07-09,US,23,false
1298,"Medical, Illness & Healing",720,3550,USD,720.0,3550.0,20.281690140845072,"Created June 21, 2020",2020-06-21,US,21,false
1299,Accidents & Emergencies,4168,15000,USD,4168.0,15000.0,27.786666666666665,"Created February 19, 2021",2021-02-19,US,41,false
1300,"Medical, Illness & Healing",1953,3500,USD,1953.0,3500.0,55.800000000000004,"Created August 27, 2020",2020-08-27,US,25,false
1301,"Medical, Illness & Healing",680,5000,GBP,943.703911136003,6938.999346588256,13.600000000000001,"Created September 9, 2020",2020-09-09,US,18,false
1302,Community & Neighbors,714,1000,USD,714.0,1000.0,71.39999999999999,"Created September 5, 2020",2020-09-05,US,24,false
1303,"Medical, Illness & Healing",605,5000,USD,605.0,5000.0,12.1,"Created September 26, 2020",2020-09-26,US,22,false
1304,Accidents & Emergencies,715,254000,USD,715.0,254000.0,0.281496062992126,"Created July 15, 2020",2020-07-15,US,13,false
1305,"Medical, Illness & Healing",263,3000,USD,263.0,3000.0,8.766666666666667,"Created July 5, 2020",2020-07-05,US,11,false
1306,"Medical, Illness & Healing",350,3000,USD,350.0,3000.0,11.666666666666666,"Created September 11, 2020",2020-09-11,US,8,false
1307,"Medical, Illness & Healing",495,15000,USD,495.0,15000.0,3.3000000000000003,"Created October 9, 2020",2020-10-09,US,19,false
1308,Accidents & Emergencies,1500,8000,USD,1500.0,8000.0,18.75,"Created May 27, 2020",2020-05-27,US,19,false
1309,"Medical, Illness & Healing",605,10000,USD,605.0,10000.0,6.05,"Created July 28, 2020",2020-07-28,US,12,false
1310,"Medical, Illness & Healing",135,20000,USD,135.0,20000.0,0.675,"Created March 29, 2021",2021-03-29,US,9,false
1311,"Babies, Kids & Family",355,5000,USD,355.0,5000.0,7.1,"Created February 12, 2021",2021-02-12,US,10,false
1312,"Medical, Illness & Healing",345,1000,EUR,410.343,1189.4,34.5,"Created March 14, 2021",2021-03-14,US,13,false
1313,"Babies, Kids & Family",1334,9000,USD,1334.0000000000002,9000.0,14.822222222222226,"Created April 1, 2021",2021-04-01,US,21,false
1314,Volunteer & Service,1510,5000,USD,1510.0,5000.0,30.2,"Created April 29, 2020",2020-04-29,US,9,false
1315,"Medical, Illness & Healing",740,,USD,740.0,,,"Created November 19, 2020",2020-11-19,US,16,false
1316,Accidents & Emergencies,580,5000,USD,580.0,5000.0,11.600000000000001,"Created August 25, 2020",2020-08-25,US,19,false
1317,Business & Entrepreneurs,2810,10000,USD,2810.0000000000005,10000.0,28.1,"Created September 26, 2020",2020-09-26,US,32,false
1318,"Medical, Illness & Healing",930,20000,USD,930.0,20000.0,4.65,"Created April 20, 2021",2021-04-20,US,27,false
1319,"Medical, Illness & Healing",200,1500,USD,200.0,1500.0,13.333333333333334,"Created December 27, 2020",2020-12-27,US,10,false
1320,"Medical, Illness & Healing",503,3000,USD,503.0,3000.0,16.766666666666666,"Created July 26, 2020",2020-07-26,US,17,false
1321,"Medical, Illness & Healing",1000,30000,USD,1000.0,30000.0,3.3333333333333335,"Created April 2, 2021",2021-04-02,US,16,false
1322,Funerals & Memorials,935,5000,USD,935.0,5000.0,18.7,"Created May 19, 2020",2020-05-19,US,19,false
1323,"Medical, Illness & Healing",290,1000,USD,290.0,1000.0,28.999999999999996,"Created October 21, 2020",2020-10-21,US,8,false
1324,"Medical, Illness & Healing",1055,25000,USD,1055.0,25000.0,4.22,"Created August 31, 2020",2020-08-31,US,18,false
1325,Education & Learning,337,5400,USD,337.0,5400.0,6.2407407407407405,"Created January 8, 2021",2021-01-08,US,15,false
1326,"Medical, Illness & Healing",1068,2000,USD,1068.0,2000.0,53.400000000000006,"Created October 2, 2020",2020-10-02,US,16,false
1327,"Medical, Illness & Healing",1299,4000,USD,1299.0,4000.0,32.475,"Created December 10, 2020",2020-12-10,US,56,false
1328,"Medical, Illness & Healing",275,1200,EUR,327.085,1427.28,22.916666666666664,"Created October 4, 2020",2020-10-04,US,7,false
1329,"Medical, Illness & Healing",5772,30000,USD,5772.0,30000.0,19.24,"Created April 3, 2021",2021-04-03,US,58,false
1330,"Medical, Illness & Healing",1515,10000,USD,1514.9999999999998,10000.0,15.149999999999997,"Created September 28, 2020",2020-09-28,US,19,false
1331,Accidents & Emergencies,563,3500,USD,563.0,3500.0,16.085714285714285,"Created May 20, 2020",2020-05-20,US,16,false
1332,Accidents & Emergencies,976,20000,USD,976.0,20000.0,4.88,"Created November 14, 2020",2020-11-14,US,18,false
1333,"Medical, Illness & Healing",450,10000,USD,450.0,10000.0,4.5,"Created September 23, 2020",2020-09-23,US,12,false
1334,,1218,20000,USD,1218.0,20000.0,6.09,"Created November 28, 2020",2020-11-28,US,16,false
1335,"Medical, Illness & Healing",600,3000,USD,600.0,3000.0,20.0,"Created April 10, 2021",2021-04-10,US,18,false
1336,Accidents & Emergencies,295,1000,USD,295.0,1000.0,29.5,"Created September 28, 2020",2020-09-28,US,9,false
1337,Accidents & Emergencies,990,4000,USD,990.0,4000.0,24.75,"Created May 30, 2020",2020-05-30,US,6,false
1338,"Medical, Illness & Healing",465,7000,USD,465.0,7000.0,6.642857142857143,"Created February 2, 2021",2021-02-02,US,14,false
1339,"Medical, Illness & Healing",3590,10000,USD,3590.0,10000.0,35.9,"Created March 9, 2021",2021-03-09,US,21,false
1340,"Medical, Illness & Healing",2157,85000,USD,2157.0,85000.0,2.5376470588235294,"Created March 12, 2021",2021-03-12,US,39,false
1341,Accidents & Emergencies,445,10000,USD,445.0,10000.0,4.45,"Created April 17, 2021",2021-04-17,US,12,false
1342,Other,280,30000,USD,280.0,30000.0,0.9333333333333335,"Created April 6, 2020",2020-04-06,US,8,false
1343,Accidents & Emergencies,890,2500,USD,890.0,2500.0,35.6,"Created September 11, 2020",2020-09-11,US,19,false
1344,Accidents & Emergencies,390,6000,USD,390.0,6000.0,6.5,"Created July 5, 2020",2020-07-05,US,14,false
1345,"Medical, Illness & Healing",142,5000,USD,142.0,5000.0,2.8400000000000003,"Created January 6, 2021",2021-01-06,US,8,false
1346,"Medical, Illness & Healing",1710,3000,EUR,2033.874,3568.2,57.00000000000001,"Created July 22, 2020",2020-07-22,US,26,false
1347,Community & Neighbors,1575,,USD,1574.9999999999998,,,"Created October 7, 2020",2020-10-07,US,18,false
1348,Accidents & Emergencies,460,5000,EUR,547.124,5947.0,9.2,"Created July 1, 2020",2020-07-01,US,11,false
1349,Accidents & Emergencies,1163,12000,USD,1163.0,12000.0,9.691666666666666,"Created October 20, 2020",2020-10-20,US,20,false
1350,"Medical, Illness & Healing",1260,3000,USD,1260.0,3000.0,42.0,"Created November 5, 2020",2020-11-05,US,27,false
1351,"Medical, Illness & Healing",1410,3000,GBP,1956.7978157378886,4163.399607952954,47.0,"Created August 20, 2020",2020-08-20,US,8,false
1352,Community & Neighbors,200,3000,USD,200.0,3000.0,6.666666666666667,"Created April 9, 2020",2020-04-09,US,6,false
1353,"Medical, Illness & Healing",832,15000,USD,832.0,15000.0,5.546666666666667,"Created September 16, 2020",2020-09-16,US,24,false
1354,"Medical, Illness & Healing",1125,5000,USD,1125.0,5000.0,22.5,"Created March 28, 2021",2021-03-28,US,30,false
1355,"Medical, Illness & Healing",383,10000,USD,383.0,10000.0,3.83,"Created March 28, 2021",2021-03-28,US,9,false
1356,"Medical, Illness & Healing",4405,5000,USD,4405.0,5000.0,88.1,"Created July 24, 2020",2020-07-24,US,34,false
1357,"Babies, Kids & Family",1393,9000,USD,1393.0,9000.0,15.477777777777776,"Created February 13, 2021",2021-02-13,US,19,false
1358,Accidents & Emergencies,2720,11000,USD,2720.0,11000.0,24.727272727272727,"Created May 20, 2020",2020-05-20,US,36,false
1359,"Medical, Illness & Healing",956,10000,USD,956.0,10000.0,9.56,"Created October 27, 2020",2020-10-27,US,13,false
1360,"Medical, Illness & Healing",820,9000,USD,820.0,9000.0,9.11111111111111,"Created January 11, 2021",2021-01-11,US,12,false
1361,"Medical, Illness & Healing",190,3000,USD,190.0,3000.0,6.333333333333334,"Created December 19, 2020",2020-12-19,US,6,false
1362,"Medical, Illness & Healing",220,5000,USD,220.0,5000.0,4.3999999999999995,"Created July 23, 2020",2020-07-23,US,7,false
1363,"Medical, Illness & Healing",1840,5000,USD,1840.0,5000.0,36.8,"Created December 2, 2020",2020-12-02,US,33,false
1364,"Medical, Illness & Healing",590,590,USD,590.0,590.0,100.0,"Created March 25, 2021",2021-03-25,US,19,false
1365,"Medical, Illness & Healing",590,590,USD,590.0,590.0,100.0,"Created March 25, 2021",2021-03-25,US,19,false
1366,"Babies, Kids & Family",2099,5000,USD,2099.0,5000.0,41.980000000000004,"Created November 25, 2020",2020-11-25,US,50,false
1367,"Medical, Illness & Healing",342,5000,EUR,406.7748,5947.0,6.84,"Created September 10, 2020",2020-09-10,US,11,false
1368,"Medical, Illness & Healing",234,3000,USD,234.0,3000.0,7.8,"Created January 8, 2021",2021-01-08,US,8,false
1369,"Medical, Illness & Healing",685,4000,USD,685.0,4000.0,17.125,"Created October 26, 2020",2020-10-26,US,13,false
1370,"Medical, Illness & Healing",590,3600,USD,590.0,3600.0,16.38888888888889,"Created January 7, 2021",2021-01-07,US,19,false
1371,"Medical, Illness & Healing",477,1500,EUR,567.3438,1784.1,31.8,"Created May 31, 2020",2020-05-31,US,13,false
1372,"Medical, Illness & Healing",855,1500,USD,855.0,1500.0,56.99999999999999,"Created July 25, 2020",2020-07-25,US,14,false
1373,"Medical, Illness & Healing",1286,10000,USD,1286.0,10000.0,12.86,"Created March 23, 2021",2021-03-23,US,45,false
1374,"Babies, Kids & Family",129,1000,EUR,153.4326,1189.4,12.9,"Created March 19, 2020",2020-03-19,US,14,false
1375,Volunteer & Service,955,134000,USD,955.0,134000.0,0.7126865671641791,"Created May 2, 2020",2020-05-02,US,9,false
1376,"Medical, Illness & Healing",350,15000,USD,350.0,15000.0,2.3333333333333335,"Created February 6, 2021",2021-02-06,US,10,false
1377,"Medical, Illness & Healing",1040,12000,USD,1040.0,12000.0,8.666666666666668,"Created April 8, 2021",2021-04-08,US,12,false
1378,"Medical, Illness & Healing",570,5000,USD,570.0,5000.0,11.4,"Created November 18, 2020",2020-11-18,US,7,false
1379,"Medical, Illness & Healing",505,9500,USD,505.0,9500.0,5.315789473684211,"Created May 13, 2020",2020-05-13,US,15,false
1380,"Medical, Illness & Healing",698,20000,EUR,830.2012,23788.0,3.49,"Created March 31, 2021",2021-03-31,US,23,false
1381,"Medical, Illness & Healing",1080,5000,USD,1080.0,5000.0,21.6,"Created October 31, 2020",2020-10-31,US,19,false
1382,Community & Neighbors,826,20001,USD,826.0,20001.0,4.129793510324483,"Created May 8, 2020",2020-05-08,US,19,false
1383,Accidents & Emergencies,655,8000,USD,655.0,8000.0,8.1875,"Created August 29, 2020",2020-08-29,US,25,false
1384,"Medical, Illness & Healing",369,3000,EUR,438.8886,3568.2,12.3,"Created March 10, 2021",2021-03-10,US,13,false
1385,Funerals & Memorials,875,2000,USD,875.0,2000.0,43.75,"Created August 11, 2020",2020-08-11,US,24,false
1386,"Medical, Illness & Healing",1745,12000,USD,1745.0,12000.0,14.541666666666666,"Created April 2, 2021",2021-04-02,US,17,false
1387,"Medical, Illness & Healing",321,7000,USD,321.00000000000006,7000.0,4.585714285714286,"Created August 22, 2020",2020-08-22,US,8,false
1388,"Medical, Illness & Healing",670,1500,EUR,796.898,1784.1,44.66666666666667,"Created July 20, 2020",2020-07-20,US,6,false
1389,Accidents & Emergencies,3257,6900,USD,3257.0,6900.0,47.20289855072464,"Created April 8, 2021",2021-04-08,US,29,false
1390,Community & Neighbors,5280,4000,USD,5280.0,4000.0,132.0,"Created April 22, 2020",2020-04-22,US,30,false
1391,Community & Neighbors,660,2000,USD,660.0,2000.0,33.0,"Created April 13, 2020",2020-04-13,US,28,false
1392,"Medical, Illness & Healing",637,3000,USD,637.0000000000001,3000.0,21.233333333333338,"Created July 11, 2020",2020-07-11,US,15,false
1393,"Medical, Illness & Healing",1403,30000,USD,1403.0,30000.0,4.676666666666667,"Created March 31, 2021",2021-03-31,US,22,false
1394,"Medical, Illness & Healing",546,10000,EUR,649.4124,11894.0,5.46,"Created April 11, 2021",2021-04-11,US,10,false
1395,"Medical, Illness & Healing",3973,5000,USD,3973.0,5000.0,79.46,"Created March 25, 2021",2021-03-25,US,58,false
1396,"Medical, Illness & Healing",807,4000,USD,807.0,4000.0,20.175,"Created April 1, 2021",2021-04-01,US,46,false
1397,"Medical, Illness & Healing",915,900,USD,915.0,900.0,101.66666666666666,"Created September 28, 2020",2020-09-28,US,16,false
1398,"Medical, Illness & Healing",745,2000,USD,745.0,2000.0,37.25,"Created June 13, 2020",2020-06-13,US,15,false
1399,"Dreams, Hopes & Wishes",535,2000,USD,535.0,2000.0,26.75,"Created May 23, 2020",2020-05-23,US,11,false
1400,"Medical, Illness & Healing",1495,4000,USD,1495.0000000000002,4000.0,37.37500000000001,Created 1 day ago,2021-05-04,US,17,false
1401,"Medical, Illness & Healing",20,1500,EUR,23.788,1784.1,1.3333333333333335,Created 6 days ago,2021-04-30,US,3,false
1402,"Medical, Illness & Healing",100,100,USD,100.0,100.0,100.0,Created 1 day ago,2021-05-04,US,2,false
1403,"Medical, Illness & Healing",95,500,USD,95.0,500.0,19.0,Created 6 days ago,2021-04-29,US,3,false
1404,"Medical, Illness & Healing",2000,2000,USD,2000.0,2000.0,100.0,Created 2 days ago,2021-05-03,US,0,false
1405,"Medical, Illness & Healing",5520,20000,EUR,6565.488,23788.0,27.6,Created 4 days ago,2021-05-01,US,78,false
1406,"Medical, Illness & Healing",1115,25000,USD,1115.0,25000.0,4.46,Created 3 days ago,2021-05-02,US,27,false
1407,"Medical, Illness & Healing",3133,30000,USD,3133.0,30000.0,10.443333333333333,Created 6 days ago,2021-04-29,US,53,false
1408,Funerals & Memorials,200,200,EUR,237.88,237.88,100.0,Created 16 hours ago,2021-05-05,US,0,false
1409,"Medical, Illness & Healing",7727,25000,USD,7727.0,25000.0,30.908,Created 2 days ago,2021-05-03,US,124,false
1410,"Medical, Illness & Healing",9704,15000,USD,9704.0,15000.0,64.69333333333334,Created 1 day ago,2021-05-04,US,127,false
1411,"Medical, Illness & Healing",2312,20000,USD,2312.0,20000.0,11.559999999999999,Created 3 days ago,2021-05-02,US,57,false
1412,"Medical, Illness & Healing",2298,5500,USD,2298.0,5500.0,41.78181818181818,Created 1 day ago,2021-05-04,US,46,false
1413,"Medical, Illness & Healing",4625,,USD,4625.0,,,Created 2 days ago,2021-05-03,US,47,false
1414,"Medical, Illness & Healing",1420,,USD,1420.0,,,Created 1 day ago,2021-05-04,US,31,false
1415,"Medical, Illness & Healing",8434,20000,USD,8434.0,20000.0,42.17,Created 6 days ago,2021-04-29,US,111,false
1416,"Medical, Illness & Healing",2442,15000,USD,2442.0,15000.0,16.28,Created 4 days ago,2021-05-01,US,41,false
1417,"Medical, Illness & Healing",1930,15000,USD,1930.0,15000.0,12.866666666666667,Created 2 days ago,2021-05-03,US,29,false
1418,"Medical, Illness & Healing",603,2900,EUR,717.2082,3449.26,20.79310344827586,"Created April 19, 2021",2021-04-19,US,25,false
1419,Accidents & Emergencies,4276,20000,USD,4276.0,20000.0,21.38,Created 5 days ago,2021-04-30,US,52,false
1420,"Medical, Illness & Healing",574,8000,USD,574.0,8000.0,7.175,Created 3 days ago,2021-05-02,US,21,false
1421,"Medical, Illness & Healing",542,6750,USD,542.0,6750.0,8.02962962962963,Created 1 day ago,2021-05-04,US,19,false
1422,"Medical, Illness & Healing",484,10000,USD,484.0,10000.0,4.84,Created 14 hours ago,2021-05-05,US,19,false
1423,"Medical, Illness & Healing",500,5000,USD,500.0,5000.0,10.0,Created 3 days ago,2021-05-02,US,16,false
1424,Accidents & Emergencies,2026,4000,USD,2026.0,4000.0,50.64999999999999,"Created November 25, 2020",2020-11-25,US,22,false
1425,"Medical, Illness & Healing",305,10000,USD,305.0,10000.0,3.05,Created 4 days ago,2021-05-02,US,14,false
1426,"Medical, Illness & Healing",4005,40000,USD,4004.9999999999995,40000.0,10.0125,"Created April 1, 2021",2021-04-01,US,75,false
1427,"Medical, Illness & Healing",260,1500,USD,260.0,1500.0,17.333333333333336,Created 2 days ago,2021-05-03,US,9,false
1428,"Medical, Illness & Healing",520,3800,USD,520.0,3800.0,13.684210526315791,Created 2 days ago,2021-05-03,US,10,false
1429,"Medical, Illness & Healing",1095,3000,USD,1095.0,3000.0,36.5,Created 6 days ago,2021-04-29,US,27,false
1430,"Medical, Illness & Healing",2267,30000,USD,2267.0,30000.0,7.556666666666667,Created 6 days ago,2021-04-29,US,31,false
1431,"Medical, Illness & Healing",516,2500,USD,516.0,2500.0,20.64,"Created April 27, 2021",2021-04-27,US,11,false
1432,"Medical, Illness & Healing",1195,10000,USD,1195.0,10000.0,11.95,Created 6 days ago,2021-04-29,US,25,false
1433,"Medical, Illness & Healing",201,4000,USD,201.0,4000.0,5.025,Created 6 days ago,2021-04-29,US,8,false
1434,Accidents & Emergencies,530,5000,EUR,630.3820000000001,5947.0,10.600000000000001,"Created December 18, 2020",2020-12-18,US,10,false
1435,"Medical, Illness & Healing",1215,,USD,1215.0,,,Created 7 days ago,2021-04-28,US,16,false
1436,"Medical, Illness & Healing",395,5000,USD,395.0,5000.0,7.9,"Created April 11, 2021",2021-04-11,US,7,false
1437,,705,30000,EUR,838.527,35682.0,2.35,"Created April 25, 2021",2021-04-25,US,10,false
1438,Funerals & Memorials,2255,5000,USD,2255.0,5000.0,45.1,Created 7 days ago,2021-04-28,US,17,false
1439,"Medical, Illness & Healing",1805,2500,USD,1805.0,2500.0,72.2,"Created April 6, 2021",2021-04-06,US,19,false
1440,Accidents & Emergencies,1180,5000,USD,1180.0,5000.0,23.599999999999998,"Created March 29, 2021",2021-03-29,US,26,false
1441,"Medical, Illness & Healing",2540,55000,USD,2540.0,55000.0,4.618181818181818,"Created February 21, 2021",2021-02-21,US,35,false
1442,"Medical, Illness & Healing",345,,USD,345.0,,,"Created March 30, 2021",2021-03-30,US,10,false
