,tags,current amount,total_amount,currency used,current amount in dollars,total amount in dollars,percentage of completion,created,launch_date,country,donation_count,is_charity
1062,"Medical, Illness & Healing",3376,21000,USD,3376.0,21000.0,16.076190476190476,"Created January 19, 2021",2021-01-19,US,54,false
1063,"Medical, Illness & Healing",1467,5500,USD,1467.0,5500.0,26.672727272727272,"Created May 13, 2020",2020-05-13,US,23,false
1064,Accidents & Emergencies,1810,2500,USD,1810.0,2500.0,72.39999999999999,"Created July 27, 2020",2020-07-27,US,42,false
1065,"Medical, Illness & Healing",1339,10000,USD,1339.0,10000.0,13.389999999999999,"Created March 25, 2020",2020-03-25,US,31,false
1066,"Medical, Illness & Healing",1363,10000,USD,1363.0,10000.0,13.63,"Created July 3, 2020",2020-07-03,US,42,false
1067,Accidents & Emergencies,813,5000,USD,813.0000000000001,5000.0,16.26,"Created June 6, 2020",2020-06-06,US,16,false
1068,"Medical, Illness & Healing",2368,3700,EUR,2816.4992,4400.78,64.00000000000001,"Created February 25, 2021",2021-02-25,US,31,false
1069,"Medical, Illness & Healing",894,2000,USD,894.0,2000.0,44.7,"Created August 6, 2020",2020-08-06,US,24,false
1070,"Medical, Illness & Healing",350,10000,EUR,416.29,11894.0,3.5000000000000004,"Created June 22, 2020",2020-06-22,US,12,false
1071,Funerals & Memorials,3020,100000,USD,3020.0,100000.0,3.02,"Created June 16, 2020",2020-06-16,US,36,false
1072,"Medical, Illness & Healing",480,10000,EUR,570.912,11894.0,4.8,"Created December 22, 2020",2020-12-22,US,14,false
1073,"Medical, Illness & Healing",364,4000,EUR,432.9416,4757.6,9.1,"Created November 5, 2020",2020-11-05,US,18,false
1074,Education & Learning,214,1500,USD,214.0,1500.0,14.266666666666666,"Created July 20, 2020",2020-07-20,US,8,false
1075,Accidents & Emergencies,1180,5000,USD,1180.0,5000.0,23.599999999999998,"Created August 9, 2020",2020-08-09,US,27,false
1076,"Medical, Illness & Healing",1551,,USD,1551.0,,,"Created October 3, 2020",2020-10-03,US,26,false
1077,"Babies, Kids & Family",1308,5000,EUR,1555.7352,5947.0,26.16,"Created October 15, 2020",2020-10-15,US,11,false
1078,"Babies, Kids & Family",3100,,EUR,3687.14,,,"Created March 27, 2020",2020-03-27,US,24,false
1079,"Medical, Illness & Healing",237,3000,USD,237.0,3000.0,7.9,"Created September 5, 2020",2020-09-05,US,12,false
1080,Accidents & Emergencies,70,1500,USD,70.0,1500.0,4.666666666666667,"Created September 6, 2020",2020-09-06,US,6,false
1081,Accidents & Emergencies,717,700,EUR,852.7998,832.58,102.42857142857143,"Created March 18, 2020",2020-03-18,US,28,false
1082,Accidents & Emergencies,1000,3000,USD,1000.0,3000.0,33.33333333333333,"Created May 31, 2020",2020-05-31,US,23,false
1083,"Medical, Illness & Healing",1372,3400,GBP,1904.0614207038177,4718.5195556800145,40.352941176470594,"Created September 11, 2020",2020-09-11,US,52,false
1084,Accidents & Emergencies,2548,3500,USD,2548.0000000000005,3500.0,72.80000000000001,"Created April 7, 2020",2020-04-07,US,44,false
1085,"Medical, Illness & Healing",2503,10000,USD,2503.0,10000.0,25.03,"Created July 15, 2020",2020-07-15,US,24,false
1086,"Medical, Illness & Healing",335,5000,USD,335.0,5000.0,6.7,"Created October 31, 2020",2020-10-31,US,8,false
1087,Animals & Pets,255,1000,EUR,303.297,1189.4,25.5,"Created November 30, 2020",2020-11-30,US,11,false
1088,"Medical, Illness & Healing",350,20000,USD,350.0,20000.0,1.7500000000000002,"Created December 28, 2020",2020-12-28,US,14,false
1089,"Medical, Illness & Healing",277,,USD,277.0,,,"Created July 4, 2020",2020-07-04,US,11,false
1090,Accidents & Emergencies,1560,3000,USD,1560.0,3000.0,52.0,"Created March 24, 2020",2020-03-24,US,24,false
1091,"Medical, Illness & Healing",1195,7000,USD,1195.0,7000.0,17.07142857142857,"Created November 17, 2020",2020-11-17,US,19,false
1092,"Medical, Illness & Healing",540,6000,USD,540.0,6000.0,9.0,"Created October 5, 2020",2020-10-05,US,12,false
1093,Volunteer & Service,1530,1000,USD,1530.0,1000.0,153.0,"Created July 4, 2020",2020-07-04,US,14,false
1094,"Medical, Illness & Healing",770,1500,USD,770.0,1500.0,51.33333333333333,"Created October 16, 2020",2020-10-16,US,14,false
1095,"Medical, Illness & Healing",260,5000,USD,260.0,5000.0,5.2,"Created August 25, 2020",2020-08-25,US,7,false
1096,Accidents & Emergencies,305,1500,USD,305.0,1500.0,20.333333333333332,"Created September 27, 2020",2020-09-27,US,10,false
1097,Other,360,1500,GBP,499.6079529543545,2081.699803976477,24.0,"Created November 5, 2020",2020-11-05,US,12,false
1098,Business & Entrepreneurs,335,1500,USD,335.0,1500.0,22.333333333333332,"Created April 23, 2020",2020-04-23,US,10,false
1099,Accidents & Emergencies,270,2000,USD,270.0,2000.0,13.5,"Created June 18, 2020",2020-06-18,US,9,false
1100,Other,790,1000,USD,790.0,1000.0,79.0,"Created June 25, 2020",2020-06-25,US,14,false
1101,"Medical, Illness & Healing",555,,EUR,660.117,,,"Created August 30, 2020",2020-08-30,US,11,false
1102,"Medical, Illness & Healing",605,1000,USD,605.0,1000.0,60.5,"Created April 20, 2020",2020-04-20,US,9,false
1103,Education & Learning,1005,1000,USD,1005.0,1000.0,100.49999999999999,"Created October 11, 2020",2020-10-11,US,28,false
1104,Education & Learning,350,2000,USD,350.0,2000.0,17.5,"Created July 7, 2020",2020-07-07,US,7,false
1105,"Dreams, Hopes & Wishes",430,1000,EUR,511.442,1189.4,43.0,"Created December 1, 2020",2020-12-01,US,10,false
1106,Community & Neighbors,570,1200,USD,570.0,1200.0,47.5,"Created May 31, 2020",2020-05-31,US,11,false
1107,"Medical, Illness & Healing",1120,8000,USD,1120.0,8000.0,14.000000000000002,"Created June 16, 2020",2020-06-16,US,22,false
1108,"Missions, Faith & Church",691,6000,USD,691.0,6000.0,11.516666666666667,"Created May 27, 2020",2020-05-27,US,21,false
1109,"Medical, Illness & Healing",1360,30000,USD,1360.0,30000.0,4.533333333333333,"Created September 26, 2020",2020-09-26,US,19,false
1110,"Medical, Illness & Healing",200,500,USD,200.0,500.0,40.0,"Created June 10, 2020",2020-06-10,US,13,false
1111,"Medical, Illness & Healing",391,2000,EUR,465.0554,2378.8,19.55,"Created June 8, 2020",2020-06-08,US,8,false
1112,"Medical, Illness & Healing",130,7000,USD,130.0,7000.0,1.8571428571428572,"Created June 27, 2020",2020-06-27,US,7,false
1113,"Medical, Illness & Healing",96,9000,EUR,114.1824,10704.6,1.0666666666666667,"Created June 10, 2020",2020-06-10,US,6,false
1114,Business & Entrepreneurs,500,15000,EUR,594.7,17841.0,3.3333333333333335,"Created June 15, 2020",2020-06-15,US,5,false
1115,"Medical, Illness & Healing",445,,USD,445.0,,,"Created October 5, 2020",2020-10-05,US,5,false
1116,Accidents & Emergencies,115,500,USD,115.0,500.0,23.0,"Created June 30, 2020",2020-06-30,US,5,false
1117,"Medical, Illness & Healing",94,3000,EUR,111.8036,3568.2,3.1333333333333337,"Created August 21, 2020",2020-08-21,US,5,false
1118,"Medical, Illness & Healing",260,4700,USD,260.0,4700.0,5.531914893617021,"Created November 12, 2020",2020-11-12,US,4,false
1119,"Medical, Illness & Healing",150,1000,USD,150.0,1000.0,15.0,"Created October 12, 2020",2020-10-12,US,4,false
1120,Accidents & Emergencies,145,,USD,145.0,,,"Created June 22, 2020",2020-06-22,US,4,false
1121,"Medical, Illness & Healing",130,3000,USD,130.0,3000.0,4.333333333333334,"Created June 12, 2020",2020-06-12,US,4,false
1122,Other,155,4000,USD,155.0,4000.0,3.875,"Created December 15, 2020",2020-12-15,US,3,false
1123,"Medical, Illness & Healing",135,1500,EUR,160.569,1784.1,9.0,"Created June 11, 2020",2020-06-11,US,3,false
1124,Business & Entrepreneurs,55,1500,USD,55.0,1500.0,3.6666666666666665,"Created July 26, 2020",2020-07-26,US,3,false
1125,"Medical, Illness & Healing",70,5000,USD,70.0,5000.0,1.4000000000000001,"Created January 6, 2021",2021-01-06,US,2,false
1126,"Babies, Kids & Family",10,1500,USD,10.0,1500.0,0.6666666666666667,"Created June 17, 2020",2020-06-17,US,2,false
1127,Volunteer & Service,10,75000,USD,10.0,75000.0,0.013333333333333334,"Created June 15, 2020",2020-06-15,US,2,false
1128,"Babies, Kids & Family",100,3000,USD,100.0,3000.0,3.3333333333333335,"Created May 17, 2020",2020-05-17,US,1,false
1129,Community & Neighbors,50,5000,EUR,59.47,5947.0,1.0,"Created June 7, 2020",2020-06-07,US,1,false
1130,"Medical, Illness & Healing",25,10000,USD,25.0,10000.0,0.25,"Created November 23, 2020",2020-11-23,US,1,false
1131,Other,20,700,EUR,23.788,832.58,2.857142857142857,"Created May 28, 2020",2020-05-28,US,1,false
1132,Accidents & Emergencies,15,3000,EUR,17.841,3568.2,0.5000000000000001,"Created November 12, 2020",2020-11-12,US,1,false
1133,Accidents & Emergencies,15,2500,EUR,17.841,2973.5,0.6,"Created September 13, 2020",2020-09-13,US,1,false
1134,Education & Learning,10,7600,USD,10.0,7600.0,0.13157894736842105,"Created January 30, 2021",2021-01-30,US,1,false
1135,Accidents & Emergencies,5,250000,USD,5.0,250000.0,0.002,"Created November 3, 2020",2020-11-03,US,1,false
1136,"Medical, Illness & Healing",5,3000,USD,5.0,3000.0,0.16666666666666669,"Created August 3, 2020",2020-08-03,US,1,false
1137,"Medical, Illness & Healing",5,4000,USD,5.0,4000.0,0.125,"Created July 8, 2020",2020-07-08,US,1,false
1138,"Medical, Illness & Healing",10000,10000,USD,10000.0,10000.0,100.0,"Created December 22, 2020",2020-12-22,US,0,false
1139,"Medical, Illness & Healing",15000,15000,USD,15000.0,15000.0,100.0,"Created November 3, 2020",2020-11-03,US,0,false
1140,Volunteer & Service,2000,2000,USD,2000.0,2000.0,100.0,"Created March 16, 2021",2021-03-16,US,0,false
1141,Animals & Pets,2500,2500,USD,2500.0,2500.0,100.0,"Created November 24, 2020",2020-11-24,US,0,false
1142,Community & Neighbors,5000,,USD,5000.0,,,"Created November 19, 2020",2020-11-19,US,0,false
1143,"Dreams, Hopes & Wishes",2200,2200,USD,2200.0,2200.0,100.0,Created 6 days ago,2021-05-05,US,0,false
1144,Animals & Pets,1000,1000,USD,1000.0,1000.0,100.0,"Created September 28, 2020",2020-09-28,US,0,false
1145,"Medical, Illness & Healing",2750,2750,EUR,3270.85,3270.85,100.0,"Created September 21, 2020",2020-09-21,US,0,false
1146,"Babies, Kids & Family",1500,1500,EUR,1784.1,1784.1,100.0,"Created September 10, 2020",2020-09-10,US,0,false
1147,Business & Entrepreneurs,10000,10000,USD,10000.0,10000.0,100.0,"Created August 23, 2020",2020-08-23,US,0,false
1148,"Creative Arts, Music & Film",5000,5000,USD,5000.0,5000.0,100.0,"Created August 28, 2020",2020-08-28,US,0,false
1149,Business & Entrepreneurs,212000,212000,USD,212000.0,212000.0,100.0,"Created June 20, 2020",2020-06-20,US,0,false
1150,Other,3500,3500,USD,3500.0,3500.0,100.0,"Created June 1, 2020",2020-06-01,US,0,false
1151,"Babies, Kids & Family",10000,10000,EUR,11894.0,11894.0,100.0,"Created May 28, 2020",2020-05-28,US,0,false
1152,Other,300,300,EUR,356.82,356.82,100.0,"Created May 26, 2020",2020-05-26,US,0,false
1153,"Medical, Illness & Healing",5268,5268,EUR,6265.7592,6265.7592,100.0,"Created March 21, 2021",2021-03-21,US,94,false
1154,"Medical, Illness & Healing",15262,15262,USD,15262.0,15262.0,100.0,"Created March 17, 2020",2020-03-17,US,217,false
1155,"Medical, Illness & Healing",15862,15862,USD,15862.0,15862.0,100.0,"Created February 27, 2020",2020-02-27,US,164,false
1156,Education & Learning,5349,5349,USD,5349.0,5349.0,100.0,"Created July 5, 2020",2020-07-05,US,135,false
1157,"Medical, Illness & Healing",4998,4998,USD,4998.0,4998.0,100.0,"Created April 25, 2020",2020-04-25,US,92,false
1158,"Medical, Illness & Healing",434,434,USD,433.99999999999994,433.99999999999994,100.0,"Created August 10, 2020",2020-08-10,US,27,false
1159,"Medical, Illness & Healing",512,512,EUR,608.9728,608.9728,100.0,"Created July 23, 2020",2020-07-23,US,15,false
1160,"Medical, Illness & Healing",10000,10000,USD,10000.0,10000.0,100.0,"Created March 30, 2021",2021-03-30,US,0,false
1161,"Medical, Illness & Healing",15000,15000,USD,15000.0,15000.0,100.0,"Created April 29, 2021",2021-04-29,US,0,false
1162,"Dreams, Hopes & Wishes",900,900,USD,900.0,900.0,100.0,"Created April 27, 2021",2021-04-27,US,0,false
1163,Volunteer & Service,1787,1500,EUR,2125.4578,1784.1,119.13333333333335,"Created May 27, 2020",2020-05-27,US,51,false
1164,"Medical, Illness & Healing",325,25000,EUR,386.555,29735.0,1.3,"Created December 30, 2020",2020-12-30,US,5,false
1165,Funerals & Memorials,735,70000,USD,735.0,70000.0,1.05,"Created April 15, 2021",2021-04-15,US,22,false
1166,Accidents & Emergencies,2000,2000,USD,2000.0,2000.0,100.0,Created 5 days ago,2021-04-23,US,0,false
1167,"Medical, Illness & Healing",1097,,USD,1097.0,,,"Created February 16, 2021",2021-02-16,US,26,false
1168,"Medical, Illness & Healing",650,,USD,650.0,,,"Created June 12, 2020",2020-06-12,US,11,false
1169,"Medical, Illness & Healing",545,20000,USD,545.0,20000.0,2.725,"Created November 26, 2020",2020-11-26,US,13,false
1170,Travel & Adventure,26,3300,EUR,30.9244,3925.02,0.787878787878788,"Created July 12, 2020",2020-07-12,US,1,false
1171,"Medical, Illness & Healing",1515,8000,USD,1514.9999999999998,8000.0,18.937499999999996,Created 1 day ago,2021-04-27,US,32,false
1172,"Medical, Illness & Healing",13823,40000,USD,13823.0,40000.0,34.557500000000005,"Created April 14, 2021",2021-04-14,US,172,false
1173,"Medical, Illness & Healing",1430,1000,USD,1430.0,1000.0,143.0,Created 5 days ago,2021-04-23,US,34,false
1174,"Medical, Illness & Healing",3020,,USD,3020.0,,,"Created May 7, 2020",2020-05-07,US,60,false
1175,Community & Neighbors,50,10000,USD,50.0,10000.0,0.5,"Created April 12, 2021",2021-04-12,US,1,false
1176,Accidents & Emergencies,6866,6866,USD,6866.0,6866.0,100.0,"Created January 17, 2021",2021-01-17,US,70,false
1177,"Medical, Illness & Healing",8934,20000,USD,8934.0,20000.0,44.67,"Created March 14, 2021",2021-03-14,US,139,false
1178,"Medical, Illness & Healing",1502,10000,USD,1502.0,10000.0,15.02,Created 6 days ago,2021-04-22,US,36,false
1179,"Medical, Illness & Healing",125,1500,USD,125.0,1500.0,8.333333333333332,"Created April 3, 2021",2021-04-03,US,5,false
1180,"Medical, Illness & Healing",25,2000,EUR,29.735,2378.8,1.25,Created 6 days ago,2021-04-22,US,2,false
1181,Accidents & Emergencies,2030,10000,USD,2030.0,10000.0,20.3,"Created April 8, 2021",2021-04-08,US,30,false
1182,"Medical, Illness & Healing",2974,25000,USD,2974.0,25000.0,11.895999999999999,"Created March 13, 2021",2021-03-13,US,48,false
1183,"Medical, Illness & Healing",659,,USD,659.0,,,"Created April 8, 2021",2021-04-08,US,23,false
1184,"Medical, Illness & Healing",820,30000,USD,820.0,30000.0,2.7333333333333334,"Created December 7, 2020",2020-12-07,US,13,false
1185,"Medical, Illness & Healing",1500,1500,EUR,1784.1,1784.1,100.0,Created 1 hour ago,2021-04-29,US,0,false
1186,"Medical, Illness & Healing",2168,6000,USD,2168.0,6000.0,36.13333333333333,Created 7 days ago,2021-04-21,US,32,false
1187,"Medical, Illness & Healing",310,3000,GBP,430.21795948847193,4163.399607952954,10.333333333333334,Created 3 days ago,2021-04-26,US,9,false
1188,"Medical, Illness & Healing",5000,5000,USD,5000.0,5000.0,100.0,Created 4 days ago,2021-04-25,US,0,false
1189,"Medical, Illness & Healing",3000,3000,USD,3000.0,3000.0,100.0,Created 6 days ago,2021-04-22,US,0,false
1190,"Medical, Illness & Healing",1812,29180,EUR,2155.1928,34706.692,6.20973269362577,"Created March 30, 2021",2021-03-30,US,48,false
1191,"Medical, Illness & Healing",1405,39000,USD,1405.0000000000002,39000.0,3.6025641025641026,"Created August 10, 2020",2020-08-10,US,39,false
1192,Accidents & Emergencies,1017,7500,USD,1017.0,7500.0,13.56,"Created June 25, 2020",2020-06-25,US,19,false
1193,"Medical, Illness & Healing",470,1000,USD,470.0,1000.0,47.0,"Created October 20, 2020",2020-10-20,US,9,false
1194,"Medical, Illness & Healing",3000,3000,USD,3000.0,3000.0,100.0,"Created December 13, 2020",2020-12-13,US,0,false
1195,Accidents & Emergencies,3825,30000,USD,3824.9999999999995,30000.0,12.749999999999998,Created 6 days ago,2021-04-23,US,56,false
1196,"Medical, Illness & Healing",465,10000,USD,465.0,10000.0,4.65,Created 2 days ago,2021-04-26,US,19,false
1197,"Medical, Illness & Healing",15,4000,EUR,17.841,4757.6,0.375,Created 5 hours ago,2021-04-29,US,1,false
1198,"Medical, Illness & Healing",1000,1000,USD,1000.0,1000.0,100.0,Created 3 days ago,2021-04-25,US,0,false
1199,"Medical, Illness & Healing",2030,100000,EUR,2414.482,118940.0,2.03,"Created April 19, 2021",2021-04-19,US,66,false
1200,"Medical, Illness & Healing",2460,20000,EUR,2925.924,23788.0,12.3,"Created April 5, 2021",2021-04-05,US,62,false
1201,"Medical, Illness & Healing",2619,,USD,2619.0,,,"Created October 4, 2020",2020-10-04,US,61,false
1202,"Medical, Illness & Healing",185,3000,EUR,220.03900000000002,3568.2,6.166666666666668,"Created April 12, 2021",2021-04-12,US,11,false
1203,"Medical, Illness & Healing",850,21900,USD,850.0,21900.0,3.881278538812785,"Created April 16, 2021",2021-04-16,US,13,false
1204,"Medical, Illness & Healing",1270,5000,USD,1270.0,5000.0,25.4,Created 3 days ago,2021-04-25,US,17,false
1205,"Medical, Illness & Healing",265,5000,USD,265.0,5000.0,5.3,Created 1 day ago,2021-04-27,US,7,false
1206,"Medical, Illness & Healing",250,15000,USD,250.0,15000.0,1.6666666666666667,Created 1 day ago,2021-04-27,US,4,false
1207,"Medical, Illness & Healing",125,10000,EUR,148.675,11894.0,1.25,Created 6 days ago,2021-04-22,US,4,false
1208,"Medical, Illness & Healing",25,5000,USD,25.0,5000.0,0.5,Created 1 day ago,2021-04-27,US,1,false
1209,Accidents & Emergencies,7000,7000,USD,7000.0,7000.0,100.0,Created 6 hours ago,2021-04-29,US,0,false
1210,Accidents & Emergencies,10000,10000,EUR,11894.0,11894.0,100.0,Created 7 days ago,2021-04-22,US,0,false
1211,Accidents & Emergencies,1078,2000,USD,1078.0,2000.0,53.900000000000006,Created 2 days ago,2021-04-26,US,21,false
1212,"Medical, Illness & Healing",2585,1500,USD,2585.0,1500.0,172.33333333333334,"Created January 24, 2021",2021-01-24,US,46,false
1213,"Medical, Illness & Healing",1805,10000,USD,1805.0,10000.0,18.05,"Created April 5, 2021",2021-04-05,US,19,false
1214,Accidents & Emergencies,9075,10000,USD,9075.0,10000.0,90.75,Created 5 days ago,2021-04-24,US,96,false
1215,"Medical, Illness & Healing",2042,21875,USD,2042.0,21875.0,9.334857142857143,Created 7 days ago,2021-04-21,US,55,false
1216,"Medical, Illness & Healing",2124,12000,USD,2124.0,12000.0,17.7,Created 4 days ago,2021-04-24,US,46,false
1217,"Medical, Illness & Healing",2185,35000,USD,2185.0,35000.0,6.242857142857143,Created 4 days ago,2021-04-24,US,45,false
1218,"Medical, Illness & Healing",4444,20000,USD,4444.0,20000.0,22.220000000000002,Created 5 days ago,2021-04-23,US,51,false
1219,"Medical, Illness & Healing",6030,25000,USD,6030.0,25000.0,24.12,Created 7 days ago,2021-04-21,US,112,false
1220,"Medical, Illness & Healing",1705,5000,USD,1705.0,5000.0,34.1,Created 5 days ago,2021-04-23,US,22,false
1221,"Medical, Illness & Healing",4560,15000,USD,4560.0,15000.0,30.4,"Created April 21, 2021",2021-04-21,US,58,false
1222,"Medical, Illness & Healing",645,2500,EUR,767.163,2973.5,25.8,Created 22 hours ago,2021-04-28,US,19,false
1223,"Medical, Illness & Healing",1145,7000,USD,1145.0,7000.0,16.357142857142858,Created 6 days ago,2021-04-23,US,26,false
1224,"Medical, Illness & Healing",805,10000,USD,805.0,10000.0,8.05,Created 2 days ago,2021-04-26,US,12,false
1225,"Medical, Illness & Healing",450,1000,EUR,535.23,1189.4,44.99999999999999,Created 3 days ago,2021-04-26,US,10,false
1226,"Medical, Illness & Healing",790,10000,USD,790.0,10000.0,7.9,Created 3 days ago,2021-04-25,US,13,false
1227,"Medical, Illness & Healing",3739,30000,EUR,4447.1666000000005,35682.0,12.463333333333335,Created 7 days ago,2021-04-21,US,45,false
1228,"Medical, Illness & Healing",395,10000,EUR,469.813,11894.0,3.95,Created 3 days ago,2021-04-25,US,15,false
1229,"Medical, Illness & Healing",1356,9181,USD,1356.0,9181.0,14.769632937588497,"Created April 7, 2021",2021-04-07,US,16,false
1230,"Medical, Illness & Healing",11739,15500,EUR,13962.3666,18435.7,75.73548387096774,"Created April 8, 2021",2021-04-08,US,229,false
1231,"Medical, Illness & Healing",380,6000,USD,380.0,6000.0,6.333333333333334,Created 5 days ago,2021-04-23,US,12,false
1232,"Medical, Illness & Healing",245,15000,EUR,291.403,17841.0,1.6333333333333335,"Created April 9, 2021",2021-04-09,US,7,false
1233,"Medical, Illness & Healing",15610,30000,USD,15610.0,30000.0,52.03333333333333,"Created April 20, 2021",2021-04-20,US,133,false
1234,"Medical, Illness & Healing",325,6000,EUR,386.555,7136.4,5.416666666666667,"Created January 16, 2021",2021-01-16,US,18,false
1235,"Medical, Illness & Healing",12472,12000,EUR,14834.1968,14272.8,103.93333333333334,"Created March 19, 2021",2021-03-19,US,59,false
1236,"Medical, Illness & Healing",1010,6000,USD,1010.0,6000.0,16.833333333333332,"Created March 31, 2021",2021-03-31,US,23,false
1237,"Medical, Illness & Healing",1085,3500,USD,1085.0,3500.0,31.0,"Created April 19, 2021",2021-04-19,US,28,false
1238,"Medical, Illness & Healing",520,20000,USD,520.0,20000.0,2.6,Created 7 days ago,2021-04-21,US,14,false
1239,"Medical, Illness & Healing",575,10000,USD,575.0,10000.0,5.75,Created 7 days ago,2021-04-21,US,18,false
1240,"Medical, Illness & Healing",333,4500,EUR,396.0702,5352.3,7.3999999999999995,"Created April 11, 2021",2021-04-11,US,6,false
1241,"Medical, Illness & Healing",3570,5000,USD,3570.0,5000.0,71.39999999999999,"Created September 9, 2020",2020-09-09,US,21,false
1242,"Medical, Illness & Healing",900,5000,USD,900.0,5000.0,18.0,"Created February 22, 2020",2020-02-22,US,23,false
1243,"Medical, Illness & Healing",870,1000,USD,870.0,1000.0,87.0,"Created August 26, 2020",2020-08-26,US,17,false
1244,"Medical, Illness & Healing",647,10000,GBP,897.9065154485204,13877.998693176512,6.470000000000001,"Created February 20, 2021",2021-02-20,US,21,false
1245,Accidents & Emergencies,225,10000,USD,225.0,10000.0,2.25,Created 6 days ago,2021-04-23,US,6,false
1246,"Medical, Illness & Healing",720,720,EUR,856.368,856.368,100.0,"Created March 18, 2021",2021-03-18,US,14,false
1247,"Medical, Illness & Healing",720,720,EUR,856.368,856.368,100.0,"Created March 18, 2021",2021-03-18,US,14,false
1248,Accidents & Emergencies,570,25000,USD,570.0,25000.0,2.2800000000000002,"Created September 5, 2020",2020-09-05,US,13,false
1249,Funerals & Memorials,1410,20000,USD,1410.0,20000.0,7.049999999999999,"Created March 23, 2021",2021-03-23,US,17,false
1250,"Medical, Illness & Healing",698,5500,EUR,830.2012,6541.7,12.690909090909091,"Created September 10, 2020",2020-09-10,US,15,false
1251,"Medical, Illness & Healing",917,10000,USD,917.0,10000.0,9.17,"Created March 7, 2021",2021-03-07,US,24,false
1252,Funerals & Memorials,1802,5000,USD,1802.0,5000.0,36.04,"Created March 11, 2021",2021-03-11,US,31,false
1253,Accidents & Emergencies,495,7000,USD,495.0,7000.0,7.071428571428571,"Created July 9, 2020",2020-07-09,US,22,false
1254,Education & Learning,1055,17000,USD,1055.0,17000.0,6.205882352941177,"Created November 24, 2020",2020-11-24,US,16,false
1255,"Medical, Illness & Healing",1000,20000,USD,1000.0,20000.0,5.0,"Created August 25, 2020",2020-08-25,US,25,false
1256,"Medical, Illness & Healing",573,10000,USD,573.0,10000.0,5.7299999999999995,"Created August 26, 2020",2020-08-26,US,17,false
1257,"Medical, Illness & Healing",1860,10000,USD,1860.0,10000.0,18.6,"Created March 13, 2021",2021-03-13,US,36,false
1258,Accidents & Emergencies,1171,8000,USD,1171.0,8000.0,14.637500000000001,"Created January 8, 2021",2021-01-08,US,41,false
1259,"Medical, Illness & Healing",500,500,USD,500.0,500.0,100.0,"Created July 21, 2020",2020-07-21,US,9,false
1260,"Medical, Illness & Healing",2039,20000,USD,2039.0000000000002,20000.0,10.195000000000002,"Created October 11, 2020",2020-10-11,US,29,false
1261,"Medical, Illness & Healing",411,10000,USD,411.0,10000.0,4.109999999999999,"Created December 1, 2020",2020-12-01,US,17,false
1262,"Medical, Illness & Healing",2064,2000,USD,2064.0,2000.0,103.2,"Created April 9, 2021",2021-04-09,US,36,false
1263,"Medical, Illness & Healing",2670,11500,EUR,3175.698,13678.1,23.217391304347824,"Created April 17, 2020",2020-04-17,US,26,false
1264,Volunteer & Service,2805,5000,USD,2805.0,5000.0,56.10000000000001,"Created May 15, 2020",2020-05-15,US,17,true
1265,Education & Learning,1180,10000,USD,1180.0,10000.0,11.799999999999999,"Created June 10, 2020",2020-06-10,US,31,false
1266,"Medical, Illness & Healing",545,3000,USD,545.0,3000.0,18.166666666666668,"Created April 16, 2020",2020-04-16,US,13,false
1267,"Dreams, Hopes & Wishes",1100,2500,USD,1100.0,2500.0,44.0,"Created April 7, 2020",2020-04-07,US,16,false
1268,"Medical, Illness & Healing",625,2500,USD,625.0,2500.0,25.0,"Created June 8, 2020",2020-06-08,US,11,false
1269,"Medical, Illness & Healing",670,1600,USD,670.0,1600.0,41.875,"Created August 14, 2020",2020-08-14,US,12,false
1270,"Medical, Illness & Healing",6072,30000,EUR,7222.0368,35682.0,20.24,"Created January 20, 2021",2021-01-20,US,48,false
1271,"Medical, Illness & Healing",4250,16600,USD,4250.0,16600.0,25.602409638554217,"Created March 3, 2021",2021-03-03,US,48,false
1272,"Medical, Illness & Healing",205,4000,GBP,284.49897321011855,5551.199477270606,5.125,"Created September 7, 2020",2020-09-07,US,9,false
1273,"Medical, Illness & Healing",710,3000,GBP,985.3379072155325,4163.399607952954,23.666666666666668,"Created January 10, 2021",2021-01-10,US,19,false
1274,Accidents & Emergencies,465,1500,USD,465.0,1500.0,31.0,"Created October 2, 2020",2020-10-02,US,17,false
1275,"Medical, Illness & Healing",1350,10000,USD,1350.0,10000.0,13.5,"Created February 7, 2021",2021-02-07,US,22,false
1276,"Medical, Illness & Healing",768,15000,USD,768.0,15000.0,5.12,"Created September 21, 2020",2020-09-21,US,11,false
1277,"Medical, Illness & Healing",1547,5000,USD,1547.0,5000.0,30.94,"Created April 2, 2021",2021-04-02,US,41,false
1278,Accidents & Emergencies,1262,6500,USD,1262.0,6499.999999999999,19.415384615384617,"Created September 11, 2020",2020-09-11,US,14,false
1279,"Medical, Illness & Healing",550,4000,USD,550.0,4000.0,13.750000000000002,"Created June 25, 2020",2020-06-25,US,12,false
1280,Education & Learning,1315,5000,USD,1315.0,5000.0,26.3,"Created December 10, 2020",2020-12-10,US,38,false
1281,"Medical, Illness & Healing",547,6000,USD,547.0,6000.0,9.116666666666665,"Created March 18, 2021",2021-03-18,US,18,false
1282,"Medical, Illness & Healing",418,1500,USD,418.0,1500.0,27.866666666666667,"Created January 7, 2021",2021-01-07,US,17,false
1283,Funerals & Memorials,815,1200,EUR,969.361,1427.28,67.91666666666667,"Created March 20, 2021",2021-03-20,US,26,false
1284,"Medical, Illness & Healing",4270,4500,USD,4270.0,4500.0,94.88888888888889,"Created December 1, 2020",2020-12-01,US,51,false
